customerid,PD,EAD,LGD,Expected_Loss
7796,0.0,5206.57,0.9,0.08
7797,0.0,5080.96,0.9,0.08
7798,0.0,6226.33,0.9,0.18
7799,0.9999,3837.16,0.9,3452.95
7800,0.0,3938.57,0.9,0.17
7801,0.9999,3401.14,0.9,3060.72
7802,1e-04,4782.55,0.9,0.48
7803,0.0,3514.37,0.9,0.03
7804,1e-04,4838.89,0.9,0.43
7805,0.9999,4501.35,0.9,4050.65
7806,0.0,5694.19,0.9,0.14
7807,0.999,7023.71,0.9,6314.87
7808,0.0,1846.95,0.9,0.03
7809,1e-04,4279.52,0.9,0.35
7810,0.0,4179.75,0.9,0.08
7811,0.0,4636.49,0.9,0.09
7812,0.0,5253.67,0.9,0.11
7813,0.8789,3887.55,0.9,3075.23
7814,0.9999,7437.99,0.9,6693.72
7815,0.9999,3910.17,0.9,3518.9
7816,0.9782,3146.79,0.9,2770.4
7817,0.0,5685.08,0.9,0.14
7818,0.9999,7928.6,0.9,7134.95
7819,0.0,5350.12,0.9,0.11
7820,1e-04,5586.78,0.9,0.47
7821,0.9999,5396.83,0.9,4856.74
7822,1e-04,6912.58,0.9,0.47
7823,0.9993,4331.34,0.9,3895.6
7824,0.0,3710.33,0.9,0.07
7825,0.0,3352.23,0.9,0.04
7826,0.9998,5062.96,0.9,4555.85
7827,0.0,4703.12,0.9,0.07
7828,0.0133,4465.16,0.9,53.34
7829,1e-04,3564.24,0.9,0.42
7830,0.0,4172.08,0.9,0.05
7831,0.0,3527.36,0.9,0.04
7832,0.0,4299.17,0.9,0.07
7833,1.0,6272.92,0.9,5645.39
7834,1e-04,6680.56,0.9,0.34
7835,0.0,5453.52,0.9,0.23
7836,0.0,3372.82,0.9,0.03
7837,0.0,4273.88,0.9,0.07
7838,0.6498,3142.17,0.9,1837.54
7839,0.9999,4248.01,0.9,3822.98
7840,1e-04,4793.07,0.9,0.33
7841,0.0,2443.24,0.9,0.02
7842,0.0043,3519.68,0.9,13.57
7843,0.0,3425.52,0.9,0.03
7844,1e-04,2227.8,0.9,0.12
7845,0.7581,4113.08,0.9,2806.45
7846,0.0,4330.83,0.9,0.05
7847,0.0875,5112.71,0.9,402.63
7848,1e-04,4079.0,0.9,0.2
7849,0.0,4543.09,0.9,0.08
7850,0.0,4637.12,0.9,0.08
7851,1e-04,4251.72,0.9,0.27
7852,0.0,4182.83,0.9,0.04
7853,0.0,4038.73,0.9,0.05
7854,0.0,3247.82,0.9,0.03
7855,0.0,8658.42,0.9,0.26
7856,0.9999,4073.33,0.9,3665.68
7857,0.0,4816.92,0.9,0.11
7858,0.0,4972.33,0.9,0.08
7859,0.9999,3467.22,0.9,3120.34
7860,0.0,4464.01,0.9,0.07
7861,0.0,3503.19,0.9,0.05
7862,0.0,2775.28,0.9,0.03
7863,0.0,7723.84,0.9,0.2
7864,0.0,2918.94,0.9,0.04
7865,0.0091,3041.91,0.9,25.0
7866,0.0,4581.94,0.9,0.06
7867,0.0,4264.59,0.9,0.04
7868,0.0002,7056.07,0.9,1.13
7869,0.0,3691.15,0.9,0.07
7870,1e-04,5428.69,0.9,0.38
7871,0.0,4896.37,0.9,0.06
7872,0.0,2461.05,0.9,0.05
7873,1.0,4677.17,0.9,4209.29
7874,0.0,3792.92,0.9,0.03
7875,0.0,2975.85,0.9,0.06
7876,1e-04,2351.45,0.9,0.11
7877,0.0,3753.98,0.9,0.13
7878,0.9998,3261.2,0.9,2934.63
7879,0.0,3994.65,0.9,0.1
7880,0.0,2628.23,0.9,0.03
7881,0.9998,4555.23,0.9,4099.07
7882,0.0,4060.01,0.9,0.03
7883,0.0,6973.24,0.9,0.2
7884,0.0,2581.96,0.9,0.03
7885,0.0,3108.39,0.9,0.05
7886,1e-04,4719.6,0.9,0.35
7887,0.9996,7027.37,0.9,6322.28
7888,0.0,4661.37,0.9,0.06
7889,0.0,6233.43,0.9,0.13
7890,0.0,3451.98,0.9,0.03
7891,1e-04,4359.06,0.9,0.33
7892,0.0,1996.96,0.9,0.03
7893,0.0,4472.42,0.9,0.1
7894,1e-04,6116.7,0.9,0.76
7895,0.0002,3741.76,0.9,0.83
7896,0.0,1503.47,0.9,0.02
7897,0.0,4319.06,0.9,0.05
7898,0.0,3437.61,0.9,0.06
7899,1e-04,6526.73,0.9,0.67
7900,0.0,1688.13,0.9,0.02
7901,0.0,6156.02,0.9,0.17
7902,1e-04,3694.92,0.9,0.4
7903,0.0,3819.12,0.9,0.03
7904,0.0,4305.33,0.9,0.04
7905,0.0003,2695.86,0.9,0.81
7906,0.0,4113.81,0.9,0.16
7907,0.0,5799.09,0.9,0.14
7908,0.0,5352.19,0.9,0.09
7909,0.0,3850.44,0.9,0.05
7910,0.0,4818.34,0.9,0.05
7911,0.0,2496.46,0.9,0.03
7912,0.9999,6813.88,0.9,6131.91
7913,1e-04,5807.44,0.9,0.55
7914,0.9998,2164.11,0.9,1947.28
7915,1e-04,7162.91,0.9,0.62
7916,0.9999,3485.41,0.9,3136.7
7917,0.0,2499.08,0.9,0.07
7918,0.0,3037.65,0.9,0.03
7919,0.0,4743.41,0.9,0.07
7920,0.0,5450.83,0.9,0.12
7921,1e-04,3522.33,0.9,0.43
7922,0.0,4860.53,0.9,0.05
7923,1e-04,5100.63,0.9,0.53
7924,0.0003,2306.49,0.9,0.58
7925,0.0,3096.75,0.9,0.05
7926,0.0,5049.83,0.9,0.07
7927,0.0,3386.33,0.9,0.07
7928,0.0,4048.81,0.9,0.15
7929,0.0005,4414.44,0.9,1.84
7930,0.9996,2507.22,0.9,2255.59
7931,0.0,6201.71,0.9,0.16
7932,0.0,4316.4,0.9,0.07
7933,0.0,6032.26,0.9,0.14
7934,1e-04,4916.48,0.9,0.56
7935,0.0,2673.98,0.9,0.03
7936,0.9999,6106.17,0.9,5495.02
7937,0.9999,6091.58,0.9,5482.08
7938,1e-04,5004.14,0.9,0.39
7939,0.0,2791.56,0.9,0.03
7940,0.0,2756.76,0.9,0.11
7941,0.0,2680.82,0.9,0.1
7942,0.0,2289.99,0.9,0.02
7943,0.0,2430.89,0.9,0.05
7944,0.9999,4084.82,0.9,3676.03
7945,0.0,3559.92,0.9,0.03
7946,0.0,2117.06,0.9,0.05
7947,0.0,4442.66,0.9,0.08
7948,0.9998,3350.31,0.9,3014.69
7949,0.9934,4009.3,0.9,3584.64
7950,0.0,5346.9,0.9,0.11
7951,1e-04,4397.77,0.9,0.22
7952,0.0,2117.04,0.9,0.02
7953,0.9999,4709.66,0.9,4238.45
7954,0.0,1194.9,0.9,0.02
7955,1e-04,4777.66,0.9,0.28
7956,0.005,3354.22,0.9,15.12
7957,0.0,4174.61,0.9,0.03
7958,0.0,5872.35,0.9,0.11
7959,0.9999,3906.09,0.9,3515.18
7960,0.0,3439.6,0.9,0.06
7961,1e-04,3827.59,0.9,0.36
7962,1e-04,3602.43,0.9,0.37
7963,0.0,2471.94,0.9,0.03
7964,0.0,2828.33,0.9,0.04
7965,0.9999,4217.36,0.9,3795.41
7966,0.0,2660.89,0.9,0.03
7967,0.0,2513.32,0.9,0.03
7968,0.0,2924.83,0.9,0.03
7969,0.9997,2926.98,0.9,2633.39
7970,0.0,3573.52,0.9,0.04
7971,0.9999,2510.48,0.9,2259.11
7972,0.0002,5241.27,0.9,0.93
7973,0.0002,2802.56,0.9,0.57
7974,0.0,5338.88,0.9,0.1
7975,0.0,3263.89,0.9,0.03
7976,1e-04,2962.98,0.9,0.2
7977,0.0,3446.7,0.9,0.03
7978,0.0,4936.69,0.9,0.14
7979,0.0,3820.61,0.9,0.05
7980,1e-04,4023.92,0.9,0.3
7981,0.0,5029.03,0.9,0.06
7982,0.9999,6188.59,0.9,5569.41
7983,0.0,3914.27,0.9,0.03
7984,0.0024,4710.8,0.9,10.0
7985,0.0,2507.35,0.9,0.02
7986,0.0032,2602.09,0.9,7.5
7987,0.0,2744.02,0.9,0.03
7988,0.9736,6795.73,0.9,5954.98
7989,0.9999,1768.18,0.9,1591.14
7990,0.0,4176.56,0.9,0.06
7991,0.0,3470.41,0.9,0.05
7992,0.0005,3981.82,0.9,1.65
7993,0.0021,6860.55,0.9,13.27
7994,0.0,3958.16,0.9,0.05
7995,0.0,3003.24,0.9,0.04
7996,0.0,3325.39,0.9,0.05
7997,0.0,3162.41,0.9,0.06
7998,0.0,2698.65,0.9,0.03
7999,0.0,2228.05,0.9,0.02
8000,0.9999,3683.47,0.9,3314.93
8001,0.0,2022.3,0.9,0.04
8002,0.0019,5616.07,0.9,9.54
8003,0.0,5316.68,0.9,0.1
8004,0.9998,3449.47,0.9,3103.83
8005,0.0,6967.67,0.9,0.16
8006,0.0,3128.88,0.9,0.07
8007,0.0,4557.02,0.9,0.12
8008,0.0,6371.21,0.9,0.21
8009,0.0002,5766.31,0.9,1.23
8010,0.0,4626.15,0.9,0.15
8011,0.0,4325.39,0.9,0.05
8012,0.0,4214.68,0.9,0.05
8013,1e-04,7733.96,0.9,0.88
8014,0.0,5217.51,0.9,0.07
8015,0.0,3963.82,0.9,0.05
8016,0.0,3551.33,0.9,0.1
8017,0.0,4110.19,0.9,0.05
8018,0.0,3234.61,0.9,0.04
8019,1e-04,1790.12,0.9,0.11
8020,0.0,4117.45,0.9,0.03
8021,0.0,3410.4,0.9,0.05
8022,0.001,5222.31,0.9,4.91
8023,0.0,4624.69,0.9,0.05
8024,1e-04,3520.76,0.9,0.21
8025,0.9993,4298.33,0.9,3865.86
8026,0.0,4142.03,0.9,0.04
8027,0.0,4455.74,0.9,0.1
8028,0.0,4692.57,0.9,0.05
8029,1e-04,5828.64,0.9,0.67
8030,0.0,5030.06,0.9,0.09
8031,0.0,5394.55,0.9,0.08
8032,0.0,2277.19,0.9,0.09
8033,0.0,6275.04,0.9,0.14
8034,0.0,4927.7,0.9,0.12
8035,0.0,4629.16,0.9,0.1
8036,1.0,4766.8,0.9,4289.95
8037,0.0,3688.94,0.9,0.03
8038,1.0,5444.33,0.9,4899.67
8039,0.9999,5175.73,0.9,4657.67
8040,1e-04,4083.17,0.9,0.36
8041,0.0,3236.91,0.9,0.1
8042,0.9999,4861.42,0.9,4374.97
8043,0.0,1573.53,0.9,0.03
8044,0.0002,4955.93,0.9,0.89
8045,0.0,3590.59,0.9,0.03
8046,0.0,3541.88,0.9,0.06
8047,0.0,5818.37,0.9,0.11
8048,0.0,5380.6,0.9,0.11
8049,0.0002,3831.37,0.9,0.62
8050,0.9997,3697.06,0.9,3326.2
8051,1e-04,4602.53,0.9,0.21
8052,1e-04,4700.94,0.9,0.22
8053,0.9999,5621.37,0.9,5058.88
8054,0.9998,2645.89,0.9,2380.94
8055,0.9999,2862.91,0.9,2576.39
8056,0.0,2141.47,0.9,0.03
8057,0.0,5753.51,0.9,0.19
8058,0.0,2724.06,0.9,0.03
8059,0.0,2079.93,0.9,0.03
8060,0.0,2723.97,0.9,0.05
8061,0.0,3850.07,0.9,0.03
8062,0.0,6662.91,0.9,0.15
8063,0.0,3949.34,0.9,0.04
8064,1e-04,5604.8,0.9,0.28
8065,0.0,3613.29,0.9,0.08
8066,0.9999,4295.7,0.9,3865.74
8067,0.0,4362.0,0.9,0.04
8068,0.0,5276.05,0.9,0.12
8069,0.0,2600.07,0.9,0.03
8070,0.0,4442.42,0.9,0.06
8071,0.9999,5160.43,0.9,4644.13
8072,0.0,4199.07,0.9,0.05
8073,0.0,7278.03,0.9,0.17
8074,0.0006,5154.72,0.9,2.79
8075,0.9999,5712.89,0.9,5141.24
8076,0.0,7839.88,0.9,0.23
8077,0.0,3833.23,0.9,0.05
8078,0.0,2600.49,0.9,0.03
8079,0.9999,4603.98,0.9,4143.27
8080,0.9999,8048.85,0.9,7242.99
8081,0.0,4598.11,0.9,0.06
8082,1e-04,3512.06,0.9,0.27
8083,0.0,2181.15,0.9,0.03
8084,0.9999,5143.81,0.9,4629.18
8085,0.9999,3982.12,0.9,3583.68
8086,1e-04,2682.17,0.9,0.36
8087,0.0,4546.28,0.9,0.05
8088,0.0,3087.94,0.9,0.03
8089,0.0,2587.68,0.9,0.03
8090,0.0,3598.0,0.9,0.1
8091,0.0,4422.13,0.9,0.07
8092,0.9999,4277.87,0.9,3849.8
8093,0.0009,3015.35,0.9,2.45
8094,0.0,2837.5,0.9,0.04
8095,0.0,4775.82,0.9,0.2
8096,0.0,6267.85,0.9,0.28
8097,0.0,1862.03,0.9,0.03
8098,0.0,3352.19,0.9,0.11
8099,0.0002,4069.83,0.9,0.7
8100,0.9999,3269.95,0.9,2942.79
8101,0.0007,4787.44,0.9,3.09
8102,0.0004,4298.64,0.9,1.59
8103,1e-04,7533.08,0.9,0.4
8104,0.0,3088.86,0.9,0.04
8105,0.9737,7511.99,0.9,6582.83
8106,1e-04,4544.89,0.9,0.33
8107,0.9963,2075.89,0.9,1861.36
8108,0.0,4831.62,0.9,0.06
8109,0.9963,3460.09,0.9,3102.56
8110,0.0,6202.01,0.9,0.11
8111,0.0,6788.69,0.9,0.17
8112,0.0,6593.84,0.9,0.16
8113,0.9998,7987.44,0.9,7187.25
8114,0.0,2086.8,0.9,0.03
8115,0.0,3168.65,0.9,0.06
8116,0.0,5222.31,0.9,0.11
8117,0.9999,3181.02,0.9,2862.76
8118,0.0046,6306.58,0.9,26.07
8119,0.0,1537.59,0.9,0.02
8120,0.0024,2747.53,0.9,5.94
8121,0.0,5427.96,0.9,0.1
8122,1e-04,4078.83,0.9,0.25
8123,0.9998,4354.35,0.9,3918.13
8124,0.9999,5052.97,0.9,4547.36
8125,0.9999,6056.4,0.9,5450.34
8126,1e-04,4780.66,0.9,0.39
8127,0.0,2392.43,0.9,0.03
8128,0.0,3689.9,0.9,0.05
8129,0.0,5815.86,0.9,0.18
8130,0.0,3999.97,0.9,0.04
8131,0.0,6813.71,0.9,0.13
8132,0.9999,3935.22,0.9,3541.49
8133,0.8013,3996.2,0.9,2882.1
8134,0.9965,3966.63,0.9,3557.41
8135,0.956,3054.48,0.9,2628.17
8136,1e-04,2395.92,0.9,0.29
8137,0.0,5167.25,0.9,0.18
8138,0.0,5429.28,0.9,0.19
8139,0.0016,3766.58,0.9,5.33
8140,0.0,3587.64,0.9,0.08
8141,0.9998,7883.27,0.9,7093.63
8142,0.0,3227.73,0.9,0.02
8143,0.0006,3477.56,0.9,1.94
8144,0.0002,3791.92,0.9,0.8
8145,0.9092,3299.87,0.9,2700.27
8146,0.0004,4441.36,0.9,1.69
8147,0.0,2871.14,0.9,0.05
8148,0.0,1695.16,0.9,0.03
8149,0.0,3467.76,0.9,0.15
8150,0.0,5452.28,0.9,0.16
8151,1e-04,5524.25,0.9,0.28
8152,0.0,3787.67,0.9,0.03
8153,0.0,3346.23,0.9,0.03
8154,0.0,2606.53,0.9,0.04
8155,0.9999,2480.7,0.9,2232.32
8156,0.0,6277.44,0.9,0.22
8157,0.0,5630.46,0.9,0.21
8158,0.0,2998.96,0.9,0.06
8159,1e-04,4324.97,0.9,0.28
8160,0.0,3785.09,0.9,0.11
8161,0.0,3340.61,0.9,0.06
8162,1e-04,3687.06,0.9,0.27
8163,0.0,2195.29,0.9,0.03
8164,0.9998,6167.88,0.9,5550.08
8165,0.0,3950.89,0.9,0.09
8166,0.0,4983.33,0.9,0.06
8167,1e-04,3143.39,0.9,0.22
8168,0.0,2225.12,0.9,0.03
8169,1e-04,1211.17,0.9,0.06
8170,0.0,4347.76,0.9,0.05
8171,0.0,3636.49,0.9,0.03
8172,0.0,4775.37,0.9,0.05
8173,0.0,6391.75,0.9,0.14
8174,0.0,3017.63,0.9,0.05
8175,0.0,2292.57,0.9,0.07
8176,0.9999,3455.66,0.9,3109.94
8177,0.0002,1302.83,0.9,0.23
8178,1e-04,6058.67,0.9,0.32
8179,0.0,5799.5,0.9,0.15
8180,0.0,2290.36,0.9,0.07
8181,0.0,5036.97,0.9,0.07
8182,0.0,4670.35,0.9,0.05
8183,1e-04,1876.41,0.9,0.09
8184,0.0,4137.42,0.9,0.11
8185,0.0,2348.75,0.9,0.09
8186,0.0,3634.6,0.9,0.04
8187,1.0,4328.24,0.9,3895.23
8188,0.0,3511.14,0.9,0.03
8189,1e-04,5612.21,0.9,0.4
8190,1e-04,2314.48,0.9,0.13
8191,0.9999,2166.9,0.9,1949.92
8192,0.0,4998.73,0.9,0.06
8193,1e-04,1901.54,0.9,0.09
8194,1e-04,3204.32,0.9,0.31
8195,0.9999,4744.43,0.9,4269.6
8196,1e-04,4776.12,0.9,0.31
8197,0.0,5196.86,0.9,0.11
8198,1e-04,4933.13,0.9,0.38
8199,0.0,3475.95,0.9,0.06
8200,1e-04,3718.6,0.9,0.24
8201,0.0,3931.17,0.9,0.06
8202,0.0,3503.69,0.9,0.14
8203,0.9999,5672.31,0.9,5104.72
8204,0.9993,2875.74,0.9,2586.47
8205,0.0,3706.05,0.9,0.03
8206,0.9928,2669.83,0.9,2385.48
8207,0.0,4117.15,0.9,0.03
8208,0.0,3812.97,0.9,0.06
8209,0.0,3324.33,0.9,0.03
8210,0.0,5300.73,0.9,0.15
8211,0.0,4061.49,0.9,0.07
8212,1e-04,4891.86,0.9,0.31
8213,0.0,3341.43,0.9,0.08
8214,0.0,2994.57,0.9,0.04
8215,0.0,3218.24,0.9,0.1
8216,0.9999,3652.24,0.9,3286.76
8217,0.0,3401.97,0.9,0.08
8218,0.0,2810.51,0.9,0.04
8219,0.0,7157.34,0.9,0.31
8220,0.0,3051.27,0.9,0.03
8221,0.9973,4406.06,0.9,3954.83
8222,0.0,1870.56,0.9,0.05
8223,1e-04,6065.27,0.9,0.28
8224,0.0,4290.96,0.9,0.04
8225,0.0,4856.29,0.9,0.07
8226,0.0,6018.86,0.9,0.19
8227,0.0,6886.05,0.9,0.3
8228,1.0,3752.96,0.9,3377.5
8229,0.9869,2187.9,0.9,1943.32
8230,1e-04,5145.03,0.9,0.67
8231,0.0,5110.46,0.9,0.08
8232,0.9994,3373.95,0.9,3034.65
8233,0.0,4615.85,0.9,0.05
8234,0.0,2547.25,0.9,0.04
8235,0.9999,3945.25,0.9,3550.4
8236,0.0002,3123.3,0.9,0.6
8237,0.0,5040.86,0.9,0.06
8238,0.0,4316.7,0.9,0.04
8239,0.0,4307.39,0.9,0.04
8240,0.0,4074.04,0.9,0.04
8241,0.9999,3724.37,0.9,3351.62
8242,0.0,3784.2,0.9,0.04
8243,0.0,4616.92,0.9,0.08
8244,0.0,5322.36,0.9,0.09
8245,0.0,4904.58,0.9,0.09
8246,0.0,4693.37,0.9,0.06
8247,0.9998,4532.76,0.9,4078.56
8248,1e-04,3882.82,0.9,0.34
8249,0.0,4518.93,0.9,0.05
8250,0.0,5623.64,0.9,0.24
8251,1e-04,6035.48,0.9,0.4
8252,0.0,3270.4,0.9,0.12
8253,0.0,5294.54,0.9,0.14
8254,0.0,3257.53,0.9,0.04
8255,0.0,6982.21,0.9,0.15
8256,0.0,2946.76,0.9,0.02
8257,0.9999,4661.43,0.9,4195.05
8258,1e-04,4897.82,0.9,0.4
8259,1e-04,3616.54,0.9,0.3
8260,0.9995,5299.61,0.9,4767.38
8261,0.9999,4338.46,0.9,3904.4
8262,0.0,5037.41,0.9,0.08
8263,0.0,8221.97,0.9,0.23
8264,1e-04,3373.47,0.9,0.23
8265,0.0,3675.64,0.9,0.14
8266,0.0,5319.43,0.9,0.09
8267,0.9999,5208.12,0.9,4686.97
8268,1e-04,9357.94,0.9,1.15
8269,0.9999,6039.69,0.9,5435.44
8270,0.0,6285.72,0.9,0.28
8271,0.0,4837.57,0.9,0.06
8272,0.0,7390.88,0.9,0.15
8273,0.0,3804.86,0.9,0.04
8274,0.0,3240.8,0.9,0.07
8275,1e-04,6224.14,0.9,0.28
8276,0.0,3379.78,0.9,0.04
8277,0.0,4187.91,0.9,0.05
8278,0.0,2387.85,0.9,0.02
8279,0.9999,3547.27,0.9,3192.15
8280,1e-04,7175.97,0.9,0.62
8281,0.0,3826.57,0.9,0.04
8282,1.0,5059.92,0.9,4553.74
8283,0.0004,5592.07,0.9,1.85
8284,1e-04,5462.97,0.9,0.56
8285,1e-04,6863.01,0.9,0.52
8286,1e-04,6366.49,0.9,0.6
8287,0.0,3541.92,0.9,0.07
8288,0.0,3594.83,0.9,0.09
8289,0.0,4362.18,0.9,0.03
8290,0.0,3082.6,0.9,0.09
8291,0.0,5405.21,0.9,0.13
8292,0.0,4319.93,0.9,0.13
8293,0.9998,2372.16,0.9,2134.52
8294,0.0,2641.55,0.9,0.03
8295,0.0,5824.1,0.9,0.22
8296,0.9999,5032.17,0.9,4528.7
8297,0.0,4146.8,0.9,0.08
8298,0.9992,2536.55,0.9,2281.07
8299,1.0,6739.23,0.9,6065.02
8300,0.0004,3966.2,0.9,1.26
8301,0.0004,7906.18,0.9,2.79
8302,0.0,2170.75,0.9,0.04
8303,1e-04,3395.85,0.9,0.26
8304,0.0,4180.08,0.9,0.12
8305,0.9999,2721.44,0.9,2449.07
8306,1e-04,3548.91,0.9,0.21
8307,0.0,2807.83,0.9,0.03
8308,1e-04,4740.2,0.9,0.3
8309,0.0,3742.74,0.9,0.1
8310,0.9999,6239.89,0.9,5615.44
8311,0.0,4179.22,0.9,0.06
8312,0.0,4051.68,0.9,0.05
8313,0.0,5377.6,0.9,0.1
8314,1e-04,2647.21,0.9,0.15
8315,0.0,4054.36,0.9,0.04
8316,0.0,4281.65,0.9,0.04
8317,0.0,3945.2,0.9,0.04
8318,0.9999,7543.39,0.9,6788.15
8319,0.0,2603.01,0.9,0.03
8320,0.0,5081.9,0.9,0.08
8321,1e-04,3778.28,0.9,0.38
8322,0.0,2305.9,0.9,0.04
8323,0.9999,4179.5,0.9,3761.13
8324,0.9999,2933.38,0.9,2639.75
8325,0.0,3355.95,0.9,0.04
8326,0.9998,1720.26,0.9,1547.93
8327,0.0,3951.46,0.9,0.09
8328,0.0,3260.73,0.9,0.08
8329,0.0007,5234.09,0.9,3.3
8330,0.0,1894.99,0.9,0.04
8331,0.0,4884.18,0.9,0.06
8332,0.9998,6120.84,0.9,5507.87
8333,1e-04,6999.64,0.9,0.84
8334,0.9996,3880.33,0.9,3490.86
8335,0.0,4202.1,0.9,0.03
8336,0.0,429.86,0.9,0.02
8337,0.0,1955.73,0.9,0.02
8338,0.0045,3021.02,0.9,12.17
8339,0.0,1982.71,0.9,0.03
8340,0.0,3077.37,0.9,0.04
8341,1e-04,6781.05,0.9,0.39
8342,0.0042,5053.52,0.9,19.11
8343,0.0002,7004.29,0.9,1.47
8344,0.0,4762.28,0.9,0.09
8345,0.9999,2946.32,0.9,2651.39
8346,0.0,4597.69,0.9,0.08
8347,0.0004,3882.4,0.9,1.25
8348,1e-04,6885.85,0.9,0.35
8349,0.0,5055.09,0.9,0.06
8350,0.0,4227.52,0.9,0.04
8351,0.0,5075.64,0.9,0.06
8352,0.0,2459.93,0.9,0.04
8353,0.0,4065.21,0.9,0.04
8354,0.9999,7607.01,0.9,6845.68
8355,0.9998,5040.4,0.9,4535.65
8356,0.0,4169.06,0.9,0.05
8357,0.0,3897.4,0.9,0.05
8358,0.0,4039.26,0.9,0.04
8359,0.0002,3153.72,0.9,0.46
8360,0.0,1921.11,0.9,0.05
8361,0.0,2725.31,0.9,0.04
8362,0.0,4098.77,0.9,0.05
8363,1e-04,3960.17,0.9,0.28
8364,0.0035,5881.49,0.9,18.45
8365,0.9981,4590.85,0.9,4123.95
8366,0.0,2060.11,0.9,0.05
8367,0.0,2720.08,0.9,0.03
8368,0.0,4966.54,0.9,0.2
8369,1e-04,4977.41,0.9,0.28
8370,0.0,4818.13,0.9,0.06
8371,0.9998,2982.59,0.9,2683.92
8372,0.9999,6774.33,0.9,6096.33
8373,1e-04,4366.11,0.9,0.23
8374,0.0003,5459.22,0.9,1.48
8375,0.0,2653.52,0.9,0.02
8376,0.0,2805.67,0.9,0.05
8377,0.9999,6402.11,0.9,5761.47
8378,1e-04,4315.86,0.9,0.21
8379,0.0,3174.01,0.9,0.03
8380,0.0,2791.44,0.9,0.04
8381,0.0,4631.45,0.9,0.05
8382,0.0,3568.77,0.9,0.03
8383,0.0,3963.55,0.9,0.03
8384,0.9999,5790.8,0.9,5211.01
8385,0.0,3606.38,0.9,0.06
8386,0.0,5595.64,0.9,0.13
8387,0.0,3831.9,0.9,0.03
8388,0.0,4526.93,0.9,0.04
8389,0.0,8067.16,0.9,0.15
8390,0.0,5065.83,0.9,0.07
8391,1.0,3741.24,0.9,3366.95
8392,0.0,2823.8,0.9,0.11
8393,0.0,5150.25,0.9,0.08
8394,0.9999,7853.79,0.9,7067.65
8395,0.0,3461.18,0.9,0.04
8396,0.9985,3881.19,0.9,3487.68
8397,0.0033,3598.65,0.9,10.83
8398,0.0005,3765.9,0.9,1.6
8399,0.0,2155.0,0.9,0.06
8400,1e-04,2085.45,0.9,0.18
8401,0.0011,2409.48,0.9,2.31
8402,1e-04,4833.68,0.9,0.45
8403,0.0,3349.44,0.9,0.08
8404,1e-04,2214.4,0.9,0.13
8405,0.0004,9201.66,0.9,3.39
8406,0.0031,5543.11,0.9,15.5
8407,1.0,5644.02,0.9,5079.42
8408,0.0,4517.91,0.9,0.08
8409,0.0,5355.26,0.9,0.08
8410,0.9999,5995.95,0.9,5396.06
8411,0.0002,3161.9,0.9,0.63
8412,0.0,1119.49,0.9,0.01
8413,0.9998,2048.66,0.9,1843.5
8414,0.0,6676.22,0.9,0.13
8415,0.0,6118.86,0.9,0.16
8416,1e-04,1415.54,0.9,0.15
8417,0.9451,2941.61,0.9,2502.02
8418,0.0,5056.25,0.9,0.06
8419,0.0,3211.98,0.9,0.03
8420,0.0,1429.64,0.9,0.04
8421,0.0,3444.52,0.9,0.07
8422,1e-04,2828.39,0.9,0.25
8423,0.0,3351.19,0.9,0.05
8424,0.0,5139.41,0.9,0.16
8425,0.9998,4467.99,0.9,4020.53
8426,0.0006,4632.84,0.9,2.53
8427,0.0,4075.07,0.9,0.05
8428,0.0785,6376.35,0.9,450.36
8429,0.0,5317.4,0.9,0.1
8430,0.9997,6540.39,0.9,5884.39
8431,0.9663,6024.67,0.9,5239.23
8432,0.0013,6990.95,0.9,8.26
8433,0.0,3327.8,0.9,0.03
8434,0.0,3676.14,0.9,0.05
8435,0.0,7122.07,0.9,0.2
8436,0.0,5722.34,0.9,0.17
8437,0.0,4937.46,0.9,0.08
8438,0.0,3039.67,0.9,0.05
8439,1e-04,3789.57,0.9,0.18
8440,0.0,5274.52,0.9,0.11
8441,0.9999,5410.55,0.9,4869.12
8442,0.0,2641.4,0.9,0.03
8443,0.0,4707.09,0.9,0.12
8444,0.0,4523.94,0.9,0.05
8445,0.0,5575.43,0.9,0.16
8446,0.0,3807.99,0.9,0.04
8447,0.0202,6180.38,0.9,112.17
8448,0.0,4152.31,0.9,0.04
8449,0.0,3299.75,0.9,0.03
8450,0.0,4253.07,0.9,0.1
8451,0.0051,2097.39,0.9,9.54
8452,1.0,4992.31,0.9,4492.87
8453,0.0,3753.76,0.9,0.03
8454,0.002,4528.39,0.9,8.01
8455,0.0,2598.62,0.9,0.03
8456,0.0,2787.06,0.9,0.02
8457,0.0,4397.6,0.9,0.05
8458,0.9999,3583.06,0.9,3224.5
8459,0.0,3668.27,0.9,0.06
8460,0.0,3041.81,0.9,0.03
8461,0.0,4444.3,0.9,0.07
8462,0.0003,5756.33,0.9,1.73
8463,0.0,4162.7,0.9,0.05
8464,0.0,3716.65,0.9,0.12
8465,0.0,5230.78,0.9,0.19
8466,0.0,4397.86,0.9,0.04
8467,0.0,2812.33,0.9,0.02
8468,0.0,3863.39,0.9,0.05
8469,0.0,4907.95,0.9,0.05
8470,1.0,5172.13,0.9,4654.77
8471,0.0,2829.37,0.9,0.03
8472,0.0,2848.17,0.9,0.09
8473,0.0,6224.15,0.9,0.13
8474,0.0,2583.76,0.9,0.05
